id_data,data,ano,trimestre,mes,nome_mes,semana,dia_semana,is_fim_de_semana
147,2022-05-27,2022,2,5,May,21,Friday,False
148,2022-05-28,2022,2,5,May,21,Saturday,True
149,2022-05-29,2022,2,5,May,21,Sunday,True
150,2022-05-30,2022,2,5,May,22,Monday,False
151,2022-05-31,2022,2,5,May,22,Tuesday,False
152,2022-06-01,2022,2,6,June,22,Wednesday,False
153,2022-06-02,2022,2,6,June,22,Thursday,False
154,2022-06-03,2022,2,6,June,22,Friday,False
155,2022-06-04,2022,2,6,June,22,Saturday,True
156,2022-06-05,2022,2,6,June,22,Sunday,True
157,2022-06-06,2022,2,6,June,23,Monday,False
158,2022-06-07,2022,2,6,June,23,Tuesday,False
159,2022-06-08,2022,2,6,June,23,Wednesday,False
160,2022-06-09,2022,2,6,June,23,Thursday,False
161,2022-06-10,2022,2,6,June,23,Friday,False
162,2022-06-11,2022,2,6,June,23,Saturday,True
163,2022-06-12,2022,2,6,June,23,Sunday,True
164,2022-06-13,2022,2,6,June,24,Monday,False
165,2022-06-14,2022,2,6,June,24,Tuesday,False
166,2022-06-15,2022,2,6,June,24,Wednesday,False
167,2022-06-16,2022,2,6,June,24,Thursday,False
168,2022-06-17,2022,2,6,June,24,Friday,False
169,2022-06-18,2022,2,6,June,24,Saturday,True
170,2022-06-19,2022,2,6,June,24,Sunday,True
171,2022-06-20,2022,2,6,June,25,Monday,False
172,2022-06-21,2022,2,6,June,25,Tuesday,False
173,2022-06-22,2022,2,6,June,25,Wednesday,False
174,2022-06-23,2022,2,6,June,25,Thursday,False
175,2022-06-24,2022,2,6,June,25,Friday,False
176,2022-06-25,2022,2,6,June,25,Saturday,True
177,2022-06-26,2022,2,6,June,25,Sunday,True
178,2022-06-27,2022,2,6,June,26,Monday,False
179,2022-06-28,2022,2,6,June,26,Tuesday,False
180,2022-06-29,2022,2,6,June,26,Wednesday,False
181,2022-06-30,2022,2,6,June,26,Thursday,False
182,2022-07-01,2022,3,7,July,26,Friday,False
183,2022-07-02,2022,3,7,July,26,Saturday,True
184,2022-07-03,2022,3,7,July,26,Sunday,True
185,2022-07-04,2022,3,7,July,27,Monday,False
186,2022-07-05,2022,3,7,July,27,Tuesday,False
187,2022-07-06,2022,3,7,July,27,Wednesday,False
188,2022-07-07,2022,3,7,July,27,Thursday,False
189,2022-07-08,2022,3,7,July,27,Friday,False
190,2022-07-09,2022,3,7,July,27,Saturday,True
191,2022-07-10,2022,3,7,July,27,Sunday,True
192,2022-07-11,2022,3,7,July,28,Monday,False
193,2022-07-12,2022,3,7,July,28,Tuesday,False
194,2022-07-13,2022,3,7,July,28,Wednesday,False
195,2022-07-14,2022,3,7,July,28,Thursday,False
196,2022-07-15,2022,3,7,July,28,Friday,False
197,2022-07-16,2022,3,7,July,28,Saturday,True
198,2022-07-17,2022,3,7,July,28,Sunday,True
199,2022-07-18,2022,3,7,July,29,Monday,False
200,2022-07-19,2022,3,7,July,29,Tuesday,False
201,2022-07-20,2022,3,7,July,29,Wednesday,False
202,2022-07-21,2022,3,7,July,29,Thursday,False
203,2022-07-22,2022,3,7,July,29,Friday,False
204,2022-07-23,2022,3,7,July,29,Saturday,True
205,2022-07-24,2022,3,7,July,29,Sunday,True
206,2022-07-25,2022,3,7,July,30,Monday,False
207,2022-07-26,2022,3,7,July,30,Tuesday,False
208,2022-07-27,2022,3,7,July,30,Wednesday,False
209,2022-07-28,2022,3,7,July,30,Thursday,False
210,2022-07-29,2022,3,7,July,30,Friday,False
211,2022-07-30,2022,3,7,July,30,Saturday,True
212,2022-07-31,2022,3,7,July,30,Sunday,True
213,2022-08-01,2022,3,8,August,31,Monday,False
214,2022-08-02,2022,3,8,August,31,Tuesday,False
215,2022-08-03,2022,3,8,August,31,Wednesday,False
216,2022-08-04,2022,3,8,August,31,Thursday,False
217,2022-08-05,2022,3,8,August,31,Friday,False
218,2022-08-06,2022,3,8,August,31,Saturday,True
219,2022-08-07,2022,3,8,August,31,Sunday,True
220,2022-08-08,2022,3,8,August,32,Monday,False
221,2022-08-09,2022,3,8,August,32,Tuesday,False
222,2022-08-10,2022,3,8,August,32,Wednesday,False
223,2022-08-11,2022,3,8,August,32,Thursday,False
224,2022-08-12,2022,3,8,August,32,Friday,False
225,2022-08-13,2022,3,8,August,32,Saturday,True
226,2022-08-14,2022,3,8,August,32,Sunday,True
227,2022-08-15,2022,3,8,August,33,Monday,False
228,2022-08-16,2022,3,8,August,33,Tuesday,False
229,2022-08-17,2022,3,8,August,33,Wednesday,False
230,2022-08-18,2022,3,8,August,33,Thursday,False
231,2022-08-19,2022,3,8,August,33,Friday,False
232,2022-08-20,2022,3,8,August,33,Saturday,True
233,2022-08-21,2022,3,8,August,33,Sunday,True
234,2022-08-22,2022,3,8,August,34,Monday,False
235,2022-08-23,2022,3,8,August,34,Tuesday,False
236,2022-08-24,2022,3,8,August,34,Wednesday,False
237,2022-08-25,2022,3,8,August,34,Thursday,False
238,2022-08-26,2022,3,8,August,34,Friday,False
239,2022-08-27,2022,3,8,August,34,Saturday,True
240,2022-08-28,2022,3,8,August,34,Sunday,True
241,2022-08-29,2022,3,8,August,35,Monday,False
242,2022-08-30,2022,3,8,August,35,Tuesday,False
243,2022-08-31,2022,3,8,August,35,Wednesday,False
244,2022-09-01,2022,3,9,September,35,Thursday,False
245,2022-09-02,2022,3,9,September,35,Friday,False
246,2022-09-03,2022,3,9,September,35,Saturday,True
247,2022-09-04,2022,3,9,September,35,Sunday,True
248,2022-09-05,2022,3,9,September,36,Monday,False
249,2022-09-06,2022,3,9,September,36,Tuesday,False
250,2022-09-07,2022,3,9,September,36,Wednesday,False
251,2022-09-08,2022,3,9,September,36,Thursday,False
252,2022-09-09,2022,3,9,September,36,Friday,False
253,2022-09-10,2022,3,9,September,36,Saturday,True
254,2022-09-11,2022,3,9,September,36,Sunday,True
255,2022-09-12,2022,3,9,September,37,Monday,False
256,2022-09-13,2022,3,9,September,37,Tuesday,False
257,2022-09-14,2022,3,9,September,37,Wednesday,False
258,2022-09-15,2022,3,9,September,37,Thursday,False
259,2022-09-16,2022,3,9,September,37,Friday,False
260,2022-09-17,2022,3,9,September,37,Saturday,True
261,2022-09-18,2022,3,9,September,37,Sunday,True
262,2022-09-19,2022,3,9,September,38,Monday,False
263,2022-09-20,2022,3,9,September,38,Tuesday,False
264,2022-09-21,2022,3,9,September,38,Wednesday,False
265,2022-09-22,2022,3,9,September,38,Thursday,False
266,2022-09-23,2022,3,9,September,38,Friday,False
267,2022-09-24,2022,3,9,September,38,Saturday,True
268,2022-09-25,2022,3,9,September,38,Sunday,True
269,2022-09-26,2022,3,9,September,39,Monday,False
270,2022-09-27,2022,3,9,September,39,Tuesday,False
271,2022-09-28,2022,3,9,September,39,Wednesday,False
272,2022-09-29,2022,3,9,September,39,Thursday,False
273,2022-09-30,2022,3,9,September,39,Friday,False
274,2022-10-01,2022,4,10,October,39,Saturday,True
275,2022-10-02,2022,4,10,October,39,Sunday,True
276,2022-10-03,2022,4,10,October,40,Monday,False
277,2022-10-04,2022,4,10,October,40,Tuesday,False
278,2022-10-05,2022,4,10,October,40,Wednesday,False
279,2022-10-06,2022,4,10,October,40,Thursday,False
280,2022-10-07,2022,4,10,October,40,Friday,False
281,2022-10-08,2022,4,10,October,40,Saturday,True
282,2022-10-09,2022,4,10,October,40,Sunday,True
283,2022-10-10,2022,4,10,October,41,Monday,False
284,2022-10-11,2022,4,10,October,41,Tuesday,False
285,2022-10-12,2022,4,10,October,41,Wednesday,False
286,2022-10-13,2022,4,10,October,41,Thursday,False
287,2022-10-14,2022,4,10,October,41,Friday,False
288,2022-10-15,2022,4,10,October,41,Saturday,True
289,2022-10-16,2022,4,10,October,41,Sunday,True
290,2022-10-17,2022,4,10,October,42,Monday,False
291,2022-10-18,2022,4,10,October,42,Tuesday,False
292,2022-10-19,2022,4,10,October,42,Wednesday,False
293,2022-10-20,2022,4,10,October,42,Thursday,False
294,2022-10-21,2022,4,10,October,42,Friday,False
295,2022-10-22,2022,4,10,October,42,Saturday,True
296,2022-10-23,2022,4,10,October,42,Sunday,True
297,2022-10-24,2022,4,10,October,43,Monday,False
298,2022-10-25,2022,4,10,October,43,Tuesday,False
299,2022-10-26,2022,4,10,October,43,Wednesday,False
300,2022-10-27,2022,4,10,October,43,Thursday,False
301,2022-10-28,2022,4,10,October,43,Friday,False
302,2022-10-29,2022,4,10,October,43,Saturday,True
303,2022-10-30,2022,4,10,October,43,Sunday,True
304,2022-10-31,2022,4,10,October,44,Monday,False
305,2022-11-01,2022,4,11,November,44,Tuesday,False
306,2022-11-02,2022,4,11,November,44,Wednesday,False
307,2022-11-03,2022,4,11,November,44,Thursday,False
308,2022-11-04,2022,4,11,November,44,Friday,False
309,2022-11-05,2022,4,11,November,44,Saturday,True
310,2022-11-06,2022,4,11,November,44,Sunday,True
311,2022-11-07,2022,4,11,November,45,Monday,False
312,2022-11-08,2022,4,11,November,45,Tuesday,False
313,2022-11-09,2022,4,11,November,45,Wednesday,False
314,2022-11-10,2022,4,11,November,45,Thursday,False
315,2022-11-11,2022,4,11,November,45,Friday,False
316,2022-11-12,2022,4,11,November,45,Saturday,True
317,2022-11-13,2022,4,11,November,45,Sunday,True
318,2022-11-14,2022,4,11,November,46,Monday,False
319,2022-11-15,2022,4,11,November,46,Tuesday,False
320,2022-11-16,2022,4,11,November,46,Wednesday,False
321,2022-11-17,2022,4,11,November,46,Thursday,False
322,2022-11-18,2022,4,11,November,46,Friday,False
323,2022-11-19,2022,4,11,November,46,Saturday,True
324,2022-11-20,2022,4,11,November,46,Sunday,True
325,2022-11-21,2022,4,11,November,47,Monday,False
326,2022-11-22,2022,4,11,November,47,Tuesday,False
327,2022-11-23,2022,4,11,November,47,Wednesday,False
328,2022-11-24,2022,4,11,November,47,Thursday,False
329,2022-11-25,2022,4,11,November,47,Friday,False
330,2022-11-26,2022,4,11,November,47,Saturday,True
331,2022-11-27,2022,4,11,November,47,Sunday,True
332,2022-11-28,2022,4,11,November,48,Monday,False
333,2022-11-29,2022,4,11,November,48,Tuesday,False
334,2022-11-30,2022,4,11,November,48,Wednesday,False
335,2022-12-01,2022,4,12,December,48,Thursday,False
336,2022-12-02,2022,4,12,December,48,Friday,False
337,2022-12-03,2022,4,12,December,48,Saturday,True
338,2022-12-04,2022,4,12,December,48,Sunday,True
339,2022-12-05,2022,4,12,December,49,Monday,False
340,2022-12-06,2022,4,12,December,49,Tuesday,False
341,2022-12-07,2022,4,12,December,49,Wednesday,False
342,2022-12-08,2022,4,12,December,49,Thursday,False
343,2022-12-09,2022,4,12,December,49,Friday,False
344,2022-12-10,2022,4,12,December,49,Saturday,True
345,2022-12-11,2022,4,12,December,49,Sunday,True
346,2022-12-12,2022,4,12,December,50,Monday,False
347,2022-12-13,2022,4,12,December,50,Tuesday,False
348,2022-12-14,2022,4,12,December,50,Wednesday,False
349,2022-12-15,2022,4,12,December,50,Thursday,False
350,2022-12-16,2022,4,12,December,50,Friday,False
351,2022-12-17,2022,4,12,December,50,Saturday,True
352,2022-12-18,2022,4,12,December,50,Sunday,True
353,2022-12-19,2022,4,12,December,51,Monday,False
354,2022-12-20,2022,4,12,December,51,Tuesday,False
355,2022-12-21,2022,4,12,December,51,Wednesday,False
356,2022-12-22,2022,4,12,December,51,Thursday,False
357,2022-12-23,2022,4,12,December,51,Friday,False
358,2022-12-24,2022,4,12,December,51,Saturday,True
359,2022-12-25,2022,4,12,December,51,Sunday,True
360,2022-12-26,2022,4,12,December,52,Monday,False
361,2022-12-27,2022,4,12,December,52,Tuesday,False
362,2022-12-28,2022,4,12,December,52,Wednesday,False
363,2022-12-29,2022,4,12,December,52,Thursday,False
364,2022-12-30,2022,4,12,December,52,Friday,False
365,2022-12-31,2022,4,12,December,52,Saturday,True
366,2023-01-01,2023,1,1,January,52,Sunday,True
367,2023-01-02,2023,1,1,January,1,Monday,False
368,2023-01-03,2023,1,1,January,1,Tuesday,False
369,2023-01-04,2023,1,1,January,1,Wednesday,False
370,2023-01-05,2023,1,1,January,1,Thursday,False
371,2023-01-06,2023,1,1,January,1,Friday,False
372,2023-01-07,2023,1,1,January,1,Saturday,True
373,2023-01-08,2023,1,1,January,1,Sunday,True
374,2023-01-09,2023,1,1,January,2,Monday,False
375,2023-01-10,2023,1,1,January,2,Tuesday,False
376,2023-01-11,2023,1,1,January,2,Wednesday,False
377,2023-01-12,2023,1,1,January,2,Thursday,False
378,2023-01-13,2023,1,1,January,2,Friday,False
379,2023-01-14,2023,1,1,January,2,Saturday,True
380,2023-01-15,2023,1,1,January,2,Sunday,True
381,2023-01-16,2023,1,1,January,3,Monday,False
382,2023-01-17,2023,1,1,January,3,Tuesday,False
383,2023-01-18,2023,1,1,January,3,Wednesday,False
384,2023-01-19,2023,1,1,January,3,Thursday,False
385,2023-01-20,2023,1,1,January,3,Friday,False
386,2023-01-21,2023,1,1,January,3,Saturday,True
387,2023-01-22,2023,1,1,January,3,Sunday,True
388,2023-01-23,2023,1,1,January,4,Monday,False
389,2023-01-24,2023,1,1,January,4,Tuesday,False
390,2023-01-25,2023,1,1,January,4,Wednesday,False
391,2023-01-26,2023,1,1,January,4,Thursday,False
392,2023-01-27,2023,1,1,January,4,Friday,False
393,2023-01-28,2023,1,1,January,4,Saturday,True
394,2023-01-29,2023,1,1,January,4,Sunday,True
395,2023-01-30,2023,1,1,January,5,Monday,False
396,2023-01-31,2023,1,1,January,5,Tuesday,False
397,2023-02-01,2023,1,2,February,5,Wednesday,False
398,2023-02-02,2023,1,2,February,5,Thursday,False
399,2023-02-03,2023,1,2,February,5,Friday,False
400,2023-02-04,2023,1,2,February,5,Saturday,True
401,2023-02-05,2023,1,2,February,5,Sunday,True
402,2023-02-06,2023,1,2,February,6,Monday,False
403,2023-02-07,2023,1,2,February,6,Tuesday,False
404,2023-02-08,2023,1,2,February,6,Wednesday,False
405,2023-02-09,2023,1,2,February,6,Thursday,False
406,2023-02-10,2023,1,2,February,6,Friday,False
407,2023-02-11,2023,1,2,February,6,Saturday,True
408,2023-02-12,2023,1,2,February,6,Sunday,True
409,2023-02-13,2023,1,2,February,7,Monday,False
410,2023-02-14,2023,1,2,February,7,Tuesday,False
411,2023-02-15,2023,1,2,February,7,Wednesday,False
412,2023-02-16,2023,1,2,February,7,Thursday,False
413,2023-02-17,2023,1,2,February,7,Friday,False
414,2023-02-18,2023,1,2,February,7,Saturday,True
415,2023-02-19,2023,1,2,February,7,Sunday,True
416,2023-02-20,2023,1,2,February,8,Monday,False
417,2023-02-21,2023,1,2,February,8,Tuesday,False
418,2023-02-22,2023,1,2,February,8,Wednesday,False
419,2023-02-23,2023,1,2,February,8,Thursday,False
420,2023-02-24,2023,1,2,February,8,Friday,False
421,2023-02-25,2023,1,2,February,8,Saturday,True
422,2023-02-26,2023,1,2,February,8,Sunday,True
423,2023-02-27,2023,1,2,February,9,Monday,False
424,2023-02-28,2023,1,2,February,9,Tuesday,False
425,2023-03-01,2023,1,3,March,9,Wednesday,False
426,2023-03-02,2023,1,3,March,9,Thursday,False
427,2023-03-03,2023,1,3,March,9,Friday,False
428,2023-03-04,2023,1,3,March,9,Saturday,True
429,2023-03-05,2023,1,3,March,9,Sunday,True
430,2023-03-06,2023,1,3,March,10,Monday,False
431,2023-03-07,2023,1,3,March,10,Tuesday,False
432,2023-03-08,2023,1,3,March,10,Wednesday,False
433,2023-03-09,2023,1,3,March,10,Thursday,False
434,2023-03-10,2023,1,3,March,10,Friday,False
435,2023-03-11,2023,1,3,March,10,Saturday,True
436,2023-03-12,2023,1,3,March,10,Sunday,True
437,2023-03-13,2023,1,3,March,11,Monday,False
438,2023-03-14,2023,1,3,March,11,Tuesday,False
439,2023-03-15,2023,1,3,March,11,Wednesday,False
440,2023-03-16,2023,1,3,March,11,Thursday,False
441,2023-03-17,2023,1,3,March,11,Friday,False
442,2023-03-18,2023,1,3,March,11,Saturday,True
443,2023-03-19,2023,1,3,March,11,Sunday,True
444,2023-03-20,2023,1,3,March,12,Monday,False
445,2023-03-21,2023,1,3,March,12,Tuesday,False
446,2023-03-22,2023,1,3,March,12,Wednesday,False
447,2023-03-23,2023,1,3,March,12,Thursday,False
448,2023-03-24,2023,1,3,March,12,Friday,False
449,2023-03-25,2023,1,3,March,12,Saturday,True
450,2023-03-26,2023,1,3,March,12,Sunday,True
451,2023-03-27,2023,1,3,March,13,Monday,False
452,2023-03-28,2023,1,3,March,13,Tuesday,False
453,2023-03-29,2023,1,3,March,13,Wednesday,False
454,2023-03-30,2023,1,3,March,13,Thursday,False
455,2023-03-31,2023,1,3,March,13,Friday,False
456,2023-04-01,2023,2,4,April,13,Saturday,True
457,2023-04-02,2023,2,4,April,13,Sunday,True
458,2023-04-03,2023,2,4,April,14,Monday,False
459,2023-04-04,2023,2,4,April,14,Tuesday,False
460,2023-04-05,2023,2,4,April,14,Wednesday,False
461,2023-04-06,2023,2,4,April,14,Thursday,False
462,2023-04-07,2023,2,4,April,14,Friday,False
463,2023-04-08,2023,2,4,April,14,Saturday,True
464,2023-04-09,2023,2,4,April,14,Sunday,True
465,2023-04-10,2023,2,4,April,15,Monday,False
466,2023-04-11,2023,2,4,April,15,Tuesday,False
467,2023-04-12,2023,2,4,April,15,Wednesday,False
468,2023-04-13,2023,2,4,April,15,Thursday,False
469,2023-04-14,2023,2,4,April,15,Friday,False
470,2023-04-15,2023,2,4,April,15,Saturday,True
471,2023-04-16,2023,2,4,April,15,Sunday,True
472,2023-04-17,2023,2,4,April,16,Monday,False
473,2023-04-18,2023,2,4,April,16,Tuesday,False
474,2023-04-19,2023,2,4,April,16,Wednesday,False
475,2023-04-20,2023,2,4,April,16,Thursday,False
476,2023-04-21,2023,2,4,April,16,Friday,False
477,2023-04-22,2023,2,4,April,16,Saturday,True
478,2023-04-23,2023,2,4,April,16,Sunday,True
479,2023-04-24,2023,2,4,April,17,Monday,False
480,2023-04-25,2023,2,4,April,17,Tuesday,False
481,2023-04-26,2023,2,4,April,17,Wednesday,False
482,2023-04-27,2023,2,4,April,17,Thursday,False
483,2023-04-28,2023,2,4,April,17,Friday,False
484,2023-04-29,2023,2,4,April,17,Saturday,True
485,2023-04-30,2023,2,4,April,17,Sunday,True
486,2023-05-01,2023,2,5,May,18,Monday,False
487,2023-05-02,2023,2,5,May,18,Tuesday,False
488,2023-05-03,2023,2,5,May,18,Wednesday,False
489,2023-05-04,2023,2,5,May,18,Thursday,False
490,2023-05-05,2023,2,5,May,18,Friday,False
491,2023-05-06,2023,2,5,May,18,Saturday,True
492,2023-05-07,2023,2,5,May,18,Sunday,True
493,2023-05-08,2023,2,5,May,19,Monday,False
494,2023-05-09,2023,2,5,May,19,Tuesday,False
495,2023-05-10,2023,2,5,May,19,Wednesday,False
496,2023-05-11,2023,2,5,May,19,Thursday,False
497,2023-05-12,2023,2,5,May,19,Friday,False
498,2023-05-13,2023,2,5,May,19,Saturday,True
499,2023-05-14,2023,2,5,May,19,Sunday,True
500,2023-05-15,2023,2,5,May,20,Monday,False
501,2023-05-16,2023,2,5,May,20,Tuesday,False
502,2023-05-17,2023,2,5,May,20,Wednesday,False
503,2023-05-18,2023,2,5,May,20,Thursday,False
504,2023-05-19,2023,2,5,May,20,Friday,False
505,2023-05-20,2023,2,5,May,20,Saturday,True
506,2023-05-21,2023,2,5,May,20,Sunday,True
507,2023-05-22,2023,2,5,May,21,Monday,False
508,2023-05-23,2023,2,5,May,21,Tuesday,False
509,2023-05-24,2023,2,5,May,21,Wednesday,False
510,2023-05-25,2023,2,5,May,21,Thursday,False
511,2023-05-26,2023,2,5,May,21,Friday,False
512,2023-05-27,2023,2,5,May,21,Saturday,True
513,2023-05-28,2023,2,5,May,21,Sunday,True
514,2023-05-29,2023,2,5,May,22,Monday,False
515,2023-05-30,2023,2,5,May,22,Tuesday,False
